,song,artist,image,rank,year
1083,Lean On,Major Lazer & DJ Snake Featuring MO,https://charts-static.billboard.com/img/2015/03/major-lazer-gnw-53x53.jpg,85,2016
1084,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,https://charts-static.billboard.com/img/2015/12/shawn-mendes-drf-53x53.jpg,86,2016
1085,Watch Me,Silento,https://charts-static.billboard.com/img/2015/03/silento-7d0-53x53.jpg,88,2016
1086,Back To Sleep,Chris Brown,https://charts-static.billboard.com/img/2005/07/chris-brown-abf-53x53.jpg,89,2016
1087,No Limit,Usher Featuring Young Thug,https://charts-static.billboard.com/img/2016/06/usher-oqp-53x53.jpg,90,2016
1088,Cut It,O.T. Genasis Featuring Young Dolph,https://charts-static.billboard.com/img/2016/01/ot-genasis-206-53x53.jpg,91,2016
1089,Really Really,Kevin Gates,https://charts-static.billboard.com/img/2015/11/kevin-gates-3eg-53x53.jpg,92,2016
1090,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,https://charts-static.billboard.com/img/2013/08/fifth-harmony-cdz-53x53.jpg,93,2016
1091,Starving,Hailee Steinfeld & Grey Featuring Zedd,https://charts-static.billboard.com/img/2016/08/hailee-steinfeld-bg5-53x53.jpg,94,2016
1092,Adventure Of A Lifetime,Coldplay,https://charts-static.billboard.com/img/2015/11/coldplay-j2u-53x53.jpg,95,2016
1093,Humble And Kind,Tim McGraw,https://charts-static.billboard.com/img/2016/02/tim-mcgraw-j7r-53x53.jpg,96,2016
1094,Wicked,Future,https://charts-static.billboard.com/img/1988/03/future-f8b-53x53.jpg,97,2016
1095,Tiimmy Turner,Desiigner,https://charts-static.billboard.com/img/2016/08/desiigner-l9j-53x53.jpg,98,2016
1096,See You Again,Wiz Khalifa Featuring Charlie Puth,https://charts-static.billboard.com/img/2015/03/wiz-khalifa-b1e-53x53.jpg,99,2016
1097,Perfect,One Direction,https://charts-static.billboard.com/img/2015/10/one-direction-7ru-53x53.jpg,100,2016
1098,Shape Of You,Ed Sheeran,https://charts-static.billboard.com/img/2017/01/ed-sheeran-buv-53x53.jpg,1,2017
1099,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,https://charts-static.billboard.com/img/2017/01/luis-fonsi-ajp-despacito-304-53x53.jpg,2,2017
1100,That's What I Like,Bruno Mars,https://charts-static.billboard.com/img/2016/12/bruno-mars-va7-thats-what-i-like-hq0-53x53.jpg,3,2017
1101,Humble.,Kendrick Lamar,https://charts-static.billboard.com/img/2017/04/kendrick-lamar-h1y-53x53.jpg,4,2017
1102,Something Just Like This,The Chainsmokers & Coldplay,https://charts-static.billboard.com/img/2013/11/the-chainsmokers-39n-87x87.jpg,5,2017
1103,Bad And Boujee,Migos Featuring Lil Uzi Vert,https://charts-static.billboard.com/img/2016/11/migos-0ho-53x53.jpg,6,2017
1104,Closer,The Chainsmokers Featuring Halsey,https://charts-static.billboard.com/img/2016/08/the-chainsmokers-9iv-53x53.jpg,7,2017
1105,Body Like A Back Road,Sam Hunt,https://charts-static.billboard.com/img/2017/02/sam-hunt-2mf-53x53.jpg,8,2017
1106,Believer,Imagine Dragons,https://charts-static.billboard.com/img/2017/02/imagine-dragons-wca-believer-ptm-53x53.jpg,9,2017
1107,Congratulations,Post Malone Featuring Quavo,https://charts-static.billboard.com/img/2016/11/post-malone-tp6-53x53.jpg,10,2017
1108,Say You Won't Let Go,James Arthur,https://charts-static.billboard.com/img/2016/10/james-arthur-p5t-53x53.jpg,11,2017
1109,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne",https://charts-static.billboard.com/img/2006/02/dj-khaled-8dc-53x53.jpg,12,2017
1110,XO TOUR Llif3,Lil Uzi Vert,https://charts-static.billboard.com/img/2017/04/lil-uzi-vert-mre-53x53.jpg,13,2017
1111,Mask Off,Future,https://charts-static.billboard.com/img/1988/03/future-f8b-53x53.jpg,14,2017
1112,Unforgettable,French Montana Featuring Swae Lee,https://charts-static.billboard.com/img/2017/04/french-montana-i8w-53x53.jpg,15,2017
1113,24K Magic,Bruno Mars,https://charts-static.billboard.com/img/2016/10/bruno-mars-va7-53x53.jpg,16,2017
1114,Stay,Zedd & Alessia Cara,https://charts-static.billboard.com/img/2017/03/zedd-edd-53x53.jpg,17,2017
1115,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller,https://charts-static.billboard.com/img/2006/02/dj-khaled-8dc-53x53.jpg,18,2017
1116,Black Beatles,Rae Sremmurd Featuring Gucci Mane,https://charts-static.billboard.com/img/2016/09/rae-sremmurd-f07-53x53.jpg,19,2017
1117,Starboy,The Weeknd Featuring Daft Punk,https://charts-static.billboard.com/img/2011/11/the-weeknd-nsd-53x53.jpg,20,2017
1118,Location,Khalid,https://charts-static.billboard.com/img/2016/07/khalid-p0u-53x53.jpg,21,2017
1119,Attention,Charlie Puth,https://charts-static.billboard.com/img/2017/05/charlie-puth-ge7-53x53.jpg,22,2017
1120,There's Nothing Holdin' Me Back,Shawn Mendes,https://charts-static.billboard.com/img/2017/05/shawn-mendes-2fw-theres-nothing-holdin-me-back-604-53x53.jpg,23,2017
1121,Bodak Yellow (Money Moves),Cardi B,https://charts-static.billboard.com/img/2017/07/cardi-b-n38-53x53.jpg,24,2017
1122,Redbone,Childish Gambino,https://charts-static.billboard.com/img/2016/12/childish-gambino-f0k-53x53.jpg,25,2017
1123,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,https://charts-static.billboard.com/img/2016/12/zayn-p59-53x53.jpg,26,2017
1124,It Ain't Me,Kygo x Selena Gomez,https://charts-static.billboard.com/img/2017/03/kygo-t9r-53x53.jpg,27,2017
1125,iSpy,KYLE Featuring Lil Yachty,https://charts-static.billboard.com/img/2016/12/kyle-fdr-53x53.jpg,28,2017
1126,Issues,Julia Michaels,https://charts-static.billboard.com/img/2017/02/julia-michaels-rtf-53x53.jpg,29,2017
1127,Scars To Your Beautiful,Alessia Cara,https://charts-static.billboard.com/img/2016/08/alessia-cara-vl8-53x53.jpg,30,2017
1128,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,https://charts-static.billboard.com/img/2017/05/logic-lma-18002738255-72t-53x53.jpg,31,2017
1129,Slow Hands,Niall Horan,https://charts-static.billboard.com/img/2017/05/niall-horan-5to-53x53.jpg,32,2017
1130,Love On The Brain,Rihanna,https://charts-static.billboard.com/img/2005/06/rihanna-t38-53x53.jpg,33,2017
1131,I Feel It Coming,The Weeknd Featuring Daft Punk,https://charts-static.billboard.com/img/2011/11/the-weeknd-nsd-53x53.jpg,34,2017
1132,Bounce Back,Big Sean,https://charts-static.billboard.com/img/2016/11/big-sean-820-53x53.jpg,35,2017
1133,Strip That Down,Liam Payne Featuring Quavo,https://charts-static.billboard.com/img/2017/06/liam-payne-wri-53x53.jpg,36,2017
1134,Fake Love,Drake,https://charts-static.billboard.com/img/2009/04/drake-p3d-53x53.jpg,37,2017
1135,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar,https://charts-static.billboard.com/img/2016/10/maroon-5-vhb-dont-wanna-know-fjl-53x53.jpg,38,2017
1136,Look What You Made Me Do,Taylor Swift,https://charts-static.billboard.com/img/2017/09/taylor-swift-70p-53x53.jpg,39,2017
1137,Castle On The Hill,Ed Sheeran,https://charts-static.billboard.com/img/2017/01/ed-sheeran-buv-castle-on-the-hill-v96-53x53.jpg,40,2017
1138,Bad Things,Machine Gun Kelly x Camila Cabello,https://charts-static.billboard.com/img/2016/10/machine-gun-kelly-usa-53x53.jpg,41,2017
1139,Paris,The Chainsmokers,https://charts-static.billboard.com/img/2017/01/the-chainsmokers-05s-paris-fr4-53x53.jpg,42,2017
1140,Side To Side,Ariana Grande Featuring Nicki Minaj,https://charts-static.billboard.com/img/2016/06/ariana-grande-ypy-53x53.jpg,43,2017
1141,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie,https://charts-static.billboard.com/img/2016/11/clean-bandit-ywv-53x53.jpg,44,2017
1142,Feel It Still,Portugal. The Man,https://charts-static.billboard.com/img/2017/03/portugal-the-man-l5z-53x53.jpg,45,2017
1143,Let Me Love You,DJ Snake Featuring Justin Bieber,https://charts-static.billboard.com/img/2016/08/dj-snake-ncv-let-me-love-you-zhj-53x53.jpg,46,2017
1144,Sorry Not Sorry,Demi Lovato,https://charts-static.billboard.com/img/2017/07/demi-lovato-sad-53x53.jpg,47,2017
1145,Bank Account,21 Savage,https://charts-static.billboard.com/img/2016/08/21-savage-jjg-87x87.jpg,48,2017
1146,Can't Stop The Feeling!,Justin Timberlake,https://charts-static.billboard.com/img/2016/05/justin-timberlake-wmm-53x53.jpg,49,2017
1147,Mi Gente,J Balvin & Willy William Featuring Beyonce,https://charts-static.billboard.com/img/2017/07/j-balvin-k1u-mi-gente-i6i-53x53.jpg,50,2017
1148,Thunder,Imagine Dragons,https://charts-static.billboard.com/img/1840/12/imagine-dragons-hy6-53x53.jpg,51,2017
1149,T-Shirt,Migos,https://charts-static.billboard.com/img/2013/07/migos-0ho-53x53.jpg,52,2017
1150,Rake It Up,Yo Gotti Featuring Nicki Minaj,https://charts-static.billboard.com/img/2017/06/yo-gotti-w7z-53x53.jpg,53,2017
1151,Mercy,Shawn Mendes,https://charts-static.billboard.com/img/2016/09/shawn-mendes-2fw-mercy-fpn-53x53.jpg,54,2017
1152,Tunnel Vision,Kodak Black,https://charts-static.billboard.com/img/2017/03/kodak-black-fap-53x53.jpg,55,2017
1153,Rockstar,Post Malone Featuring 21 Savage,https://charts-static.billboard.com/img/2015/06/post-malone-1vw-53x53.jpg,56,2017
1154,In Case You Didn't Know,Brett Young,https://charts-static.billboard.com/img/2016/08/brett-young-9rw-53x53.jpg,57,2017
1155,Heathens,twenty one pilots,https://charts-static.billboard.com/img/2016/07/twenty-one-pilots-840-53x53.jpg,58,2017
1156,Now Or Never,Halsey,https://charts-static.billboard.com/img/2014/10/halsey-so0-53x53.jpg,59,2017
1157,Caroline,Amine,https://charts-static.billboard.com/img/2016/04/amine-2jr-53x53.jpg,60,2017
1158,Rolex,Ayo & Teo,https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0,61,2017
1159,DNA.,Kendrick Lamar,https://charts-static.billboard.com/img/2017/04/kendrick-lamar-h1y-53x53.jpg,62,2017
1160,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,https://www.billboard.com/assets/1606143657/images/charts/bb-placeholder-new.jpg?472a790e67f42f9b25d0,63,2017
1161,Swang,Rae Sremmurd,https://charts-static.billboard.com/img/2016/12/rae-sremmurd-f07-53x53.jpg,64,2017
1162,Passionfruit,Drake,https://charts-static.billboard.com/img/2017/04/drake-hq6-passionfruit-czf-53x53.jpg,65,2017
1163,Loyalty.,Kendrick Lamar Featuring Rihanna,https://charts-static.billboard.com/img/2017/04/kendrick-lamar-h1y-53x53.jpg,66,2017
1164,Praying,Kesha,https://charts-static.billboard.com/img/2017/07/kesha-iom-53x53.jpg,67,2017
1165,Goosebumps,Travis Scott,https://charts-static.billboard.com/img/2013/07/travis-scott-jll-53x53.jpg,68,2017
1166,Cold,Maroon 5 Featuring Future,https://charts-static.billboard.com/img/2017/03/maroon-5-vhb-cold-38f-53x53.jpg,69,2017
1167,Broccoli,D.R.A.M. Featuring Lil Yachty,https://charts-static.billboard.com/img/2016/04/dram-fpd-53x53.jpg,70,2017
1168,Slide,Calvin Harris Featuring Frank Ocean & Migos,https://charts-static.billboard.com/img/2017/03/calvin-harris-s9n-53x53.jpg,71,2017
1169,What Ifs,Kane Brown Featuring Lauren Alaina,https://charts-static.billboard.com/img/2016/12/kane-brown-ndj-what-ifs-f3o-53x53.jpg,72,2017
1170,Chained To The Rhythm,Katy Perry Featuring Skip Marley,https://charts-static.billboard.com/img/2017/02/katy-perry-featuring-skip-marley-3on-53x53.jpg,73,2017
1171,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean",https://charts-static.billboard.com/img/2017/07/calvin-harris-s9n-feels-u8s-53x53.jpg,74,2017
1172,All Time Low,Jon Bellion,https://charts-static.billboard.com/img/2015/05/jon-bellion-u8c-53x53.jpg,75,2017
1173,Hurricane,Luke Combs,https://charts-static.billboard.com/img/2015/07/luke-combs-y14-53x53.jpg,76,2017
1174,Too Good At Goodbyes,Sam Smith,https://charts-static.billboard.com/img/2017/09/sam-smith-9q2-53x53.jpg,77,2017
1175,Young Dumb & Broke,Khalid,https://charts-static.billboard.com/img/2017/05/khalid-53x53.jpg,78,2017
1176,Magnolia,Playboi Carti,https://charts-static.billboard.com/img/2017/05/playboi-carti-s71-magnolia-a83-53x53.jpg,79,2017
1177,Love Galore,SZA Featuring Travis Scott,https://charts-static.billboard.com/img/2017/05/sza-8os-love-galore-bgq-53x53.jpg,80,2017
1178,Drowning,A Boogie Wit da Hoodie Featuring Kodak Black,https://charts-static.billboard.com/img/2017/04/a-boogie-wit-da-hoodie-89d-53x53.jpg,81,2017
1179,Starving,Hailee Steinfeld & Grey Featuring Zedd,https://charts-static.billboard.com/img/2016/08/hailee-steinfeld-bg5-53x53.jpg,82,2017
1180,Both,Gucci Mane Featuring Drake,https://charts-static.billboard.com/img/2005/02/gucci-mane-lyh-53x53.jpg,83,2017
1181,What About Us,P!nk,https://charts-static.billboard.com/img/2017/08/pnk-e1s-53x53.jpg,84,2017
1182,Swalla,Jason Derulo Featuring Nicki Minaj & Ty Dolla $ign,https://charts-static.billboard.com/img/2017/03/jason-derulo-3xq-53x53.jpg,85,2017
1183,Slippery,Migos Featuring Gucci Mane,https://charts-static.billboard.com/img/2017/02/migos-0ho-slippery-f9u-53x53.jpg,86,2017
1184,Sign Of The Times,Harry Styles,https://charts-static.billboard.com/img/2017/04/harry-styles-psx-sign-of-the-times-53n-53x53.jpg,87,2017
1185,Water Under The Bridge,Adele,https://charts-static.billboard.com/img/2008/02/adele-v39-53x53.jpg,88,2017
1186,Malibu,Miley Cyrus,https://charts-static.billboard.com/img/2017/05/miley-cyrus-clj-53x53.jpg,89,2017
1187,Down,Marian Hill,https://charts-static.billboard.com/img/2016/03/marian-hill-4lr-53x53.jpg,90,2017
1188,No Promises,Cheat Codes Featuring Demi Lovato,https://charts-static.billboard.com/img/2017/04/cheat-codes-oej-53x53.jpg,91,2017
1189,Treat You Better,Shawn Mendes,https://charts-static.billboard.com/img/2014/07/shawn-mendes-hoz-53x53.jpg,92,2017
1190,I Get The Bag,Gucci Mane Featuring Migos,https://charts-static.billboard.com/img/2017/09/gucci-mane-fyx-53x53.jpg,93,2017
1191,Small Town Boy,Dustin Lynch,https://charts-static.billboard.com/img/2017/03/dustin-lynch-wz1-53x53.jpg,94,2017
1192,Everyday We Lit,YFN Lucci Featuring PnB Rock,https://charts-static.billboard.com/img/2017/01/yfn-lucci-xdv-53x53.jpg,95,2017
1193,Havana,Camila Cabello Featuring Young Thug,https://charts-static.billboard.com/img/2017/08/camila-cabello-4tx-53x53.jpg,96,2017
1194,What Lovers Do,Maroon 5 Featuring SZA,https://charts-static.billboard.com/img/2017/09/maroon-5-9st-53x53.jpg,97,2017
1195,Do Re Mi,blackbear,https://charts-static.billboard.com/img/2017/04/blackbear-nbm-do-re-mi-e2x-53x53.jpg,98,2017
1196,Look At Me!,XXXTENTACION,https://charts-static.billboard.com/img/2017/01/xxxtentacion-dms-53x53.jpg,99,2017
1197,The Fighter,Keith Urban Featuring Carrie Underwood,https://charts-static.billboard.com/img/1840/12/keith-urban-9lg-53x53.jpg,100,2017
1198,God's Plan,Drake,https://charts-static.billboard.com/img/2018/01/drake-hq6-53x53.jpg,1,2018
1199,Perfect,Ed Sheeran,https://charts-static.billboard.com/img/2017/03/ed-sheeran-buv-53x53.jpg,2,2018
1200,Meant To Be,Bebe Rexha & Florida Georgia Line,https://charts-static.billboard.com/img/2017/10/bebe-rexha-8wm-53x53.jpg,3,2018
1201,Havana,Camila Cabello Featuring Young Thug,https://charts-static.billboard.com/img/2017/08/camila-cabello-4tx-53x53.jpg,4,2018
1202,Rockstar,Post Malone Featuring 21 Savage,https://charts-static.billboard.com/img/2015/06/post-malone-1vw-53x53.jpg,5,2018
1203,Psycho,Post Malone Featuring Ty Dolla $ign,https://charts-static.billboard.com/img/2015/06/post-malone-1vw-53x53.jpg,6,2018
1204,I Like It,"Cardi B, Bad Bunny & J Balvin",https://charts-static.billboard.com/img/2018/04/cardi-b-n38-i-like-it-ppy-53x53.jpg,7,2018
1205,The Middle,"Zedd, Maren Morris & Grey",https://charts-static.billboard.com/img/2018/02/zedd-edd-53x53.jpg,8,2018
1206,In My Feelings,Drake,https://charts-static.billboard.com/img/2018/07/drake-zwl-in-my-feelings-591-53x53.jpg,9,2018
1207,Girls Like You,Maroon 5 Featuring Cardi B,https://charts-static.billboard.com/img/2018/06/maroon-5-9st-girls-like-you-32b-53x53.jpg,10,2018
1208,Nice For What,Drake,https://charts-static.billboard.com/img/2018/04/drake-hq6-nice-for-what-9od-53x53.jpg,11,2018
1209,Lucid Dreams,Juice WRLD,https://charts-static.billboard.com/img/2018/05/juice-wrld-f0a-lucid-dreams-q7f-53x53.jpg,12,2018
1210,Better Now,Post Malone,https://charts-static.billboard.com/img/2015/06/post-malone-1vw-53x53.jpg,13,2018
1211,Finesse,Bruno Mars & Cardi B,https://charts-static.billboard.com/img/2018/01/bruno-mars-va7-53x53.jpg,14,2018
1212,Boo'd Up,Ella Mai,https://charts-static.billboard.com/img/2018/02/ella-mai-4oz-53x53.jpg,15,2018
1213,New Rules,Dua Lipa,https://charts-static.billboard.com/img/2017/07/dua-lipa-vxi-53x53.jpg,16,2018
1214,Sad!,XXXTENTACION,https://charts-static.billboard.com/img/2018/03/xxxtentacion-dms-53x53.jpg,17,2018
1215,Never Be The Same,Camila Cabello,https://charts-static.billboard.com/img/2016/11/camila-cabello-53x53.jpg,18,2018
1216,Love Lies,Khalid & Normani,https://charts-static.billboard.com/img/2018/03/khalid-p0u-love-lies-7dj-53x53.jpg,19,2018
1217,No Tears Left To Cry,Ariana Grande,https://charts-static.billboard.com/img/2018/04/ariana-grande-ypy-no-tears-left-to-cry-hpd-53x53.jpg,20,2018
1218,Mine,Bazzi,https://charts-static.billboard.com/img/2018/01/bazzi-3p6-53x53.jpg,21,2018
1219,Thunder,Imagine Dragons,https://charts-static.billboard.com/img/1840/12/imagine-dragons-hy6-53x53.jpg,22,2018
1220,Look Alive,BlocBoy JB Featuring Drake,https://charts-static.billboard.com/img/2018/02/blocboy-jb-000-look-alive-jth-53x53.jpg,23,2018
1221,Delicate,Taylor Swift,https://charts-static.billboard.com/img/2017/11/taylor-swift-p7u-delicate-cjq-53x53.jpg,24,2018
1222,Yes Indeed,Lil Baby & Drake,https://charts-static.billboard.com/img/2018/05/lil-baby-nwx-yes-indeed-nlh-53x53.jpg,25,2018
1223,Friends,Marshmello & Anne-Marie,https://charts-static.billboard.com/img/2018/02/marshmello-9ph-53x53.jpg,26,2018
1224,Bad At Love,Halsey,https://charts-static.billboard.com/img/2017/07/halsey-iqm-53x53.jpg,27,2018
1225,Taste,Tyga Featuring Offset,https://charts-static.billboard.com/img/2018/06/tyga-ofy-53x53.jpg,28,2018
1226,Let You Down,NF,https://charts-static.billboard.com/img/2013/10/nf-cgp-53x53.jpg,29,2018
1227,No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,https://charts-static.billboard.com/img/2017/09/g-eazy-4o5-53x53.jpg,30,2018
1228,FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,https://charts-static.billboard.com/img/2018/08/6ix9ine-dc4-53x53.jpg,31,2018
1229,Tequila,Dan + Shay,https://charts-static.billboard.com/img/2018/01/dan-shay-aqf-tequila-6pp-53x53.jpg,32,2018
1230,Feel It Still,Portugal. The Man,https://charts-static.billboard.com/img/2017/03/portugal-the-man-l5z-53x53.jpg,33,2018
1231,MotorSport,"Migos, Nicki Minaj & Cardi B",https://charts-static.billboard.com/img/2013/07/migos-0ho-53x53.jpg,34,2018
1232,I Like Me Better,Lauv,https://charts-static.billboard.com/img/2017/06/lauv-84o-53x53.jpg,35,2018
1233,Youngblood,5 Seconds Of Summer,https://charts-static.billboard.com/img/2018/04/5-seconds-of-summer-deq-53x53.jpg,36,2018
1234,Whatever It Takes,Imagine Dragons,https://charts-static.billboard.com/img/1840/12/imagine-dragons-hy6-53x53.jpg,37,2018
1235,Ric Flair Drip,Offset & Metro Boomin,https://charts-static.billboard.com/img/2017/11/offset-cdz-53x53.jpg,38,2018
1236,I Fall Apart,Post Malone,https://charts-static.billboard.com/img/2016/12/post-malone-tp6-53x53.jpg,39,2018
1237,Pray For Me,The Weeknd & Kendrick Lamar,https://charts-static.billboard.com/img/2011/11/the-weeknd-nsd-53x53.jpg,40,2018
1238,Back To You,Selena Gomez,https://charts-static.billboard.com/img/2018/05/selena-gomez-nxt-53x53.jpg,41,2018
1239,Sicko Mode,Travis Scott,https://charts-static.billboard.com/img/2018/08/travis-scott-jll-53x53.jpg,42,2018
1240,Walk It Talk It,Migos Featuring Drake,https://charts-static.billboard.com/img/2013/07/migos-0ho-53x53.jpg,43,2018
1241,Gucci Gang,Lil Pump,https://charts-static.billboard.com/img/2017/09/lil-pump-9tf-53x53.jpg,44,2018
1242,Him & I,G-Eazy & Halsey,https://charts-static.billboard.com/img/2017/12/g-eazy-4o5-53x53.jpg,45,2018
1243,In My Blood,Shawn Mendes,https://charts-static.billboard.com/img/2018/03/shawn-mendes-2fw-53x53.jpg,46,2018
1244,All The Stars,Kendrick Lamar & SZA,https://charts-static.billboard.com/img/2018/01/kendrick-lamar-h1y-53x53.jpg,47,2018
1245,Stir Fry,Migos,https://charts-static.billboard.com/img/2018/01/migos-0ho-53x53.jpg,48,2018
1246,Too Good At Goodbyes,Sam Smith,https://charts-static.billboard.com/img/2017/09/sam-smith-9q2-53x53.jpg,49,2018
1247,Love.,Kendrick Lamar Featuring Zacari,https://charts-static.billboard.com/img/2017/04/kendrick-lamar-h1y-53x53.jpg,50,2018
1248,This Is America,Childish Gambino,https://charts-static.billboard.com/img/2018/05/childish-gambino-f0k-53x53.jpg,51,2018
1249,Nonstop,Drake,https://charts-static.billboard.com/img/2018/07/drake-zwl-nonstop-20y-53x53.jpg,52,2018
1250,Heaven,Kane Brown,https://charts-static.billboard.com/img/2017/10/kane-brown-k3k-53x53.jpg,53,2018
1251,Bodak Yellow (Money Moves),Cardi B,https://charts-static.billboard.com/img/2017/07/cardi-b-n38-53x53.jpg,54,2018
1252,Freaky Friday,Lil Dicky Featuring Chris Brown,https://charts-static.billboard.com/img/2018/03/lil-dicky-ijo-freaky-friday-6la-53x53.jpg,55,2018
1253,Gummo,6ix9ine,https://charts-static.billboard.com/img/2017/12/6ix9ine-dc4-53x53.jpg,56,2018
1254,Plug Walk,Rich The Kid,https://charts-static.billboard.com/img/2018/02/rich-the-kid-zlg-53x53.jpg,57,2018
1255,Wait,Maroon 5,https://charts-static.billboard.com/img/2017/11/maroon-5-9st-53x53.jpg,58,2018
1256,Be Careful,Cardi B,https://charts-static.billboard.com/img/2018/04/cardi-b-mts-be-careful-q5e-53x53.jpg,59,2018
1257,Wolves,Selena Gomez X Marshmello,https://charts-static.billboard.com/img/2017/11/selena-gomez-scg-53x53.jpg,60,2018
1258,Bartier Cardi,Cardi B Featuring 21 Savage,https://charts-static.billboard.com/img/2018/01/cardi-b-mts-53x53.jpg,61,2018
1259,God Is A Woman,Ariana Grande,https://charts-static.billboard.com/img/2018/07/ariana-grande-nxo-god-is-a-woman-nlc-53x53.jpg,62,2018
1260,Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",https://charts-static.billboard.com/img/2018/06/yg-fg4-53x53.jpg,63,2018
1261,Sorry Not Sorry,Demi Lovato,https://charts-static.billboard.com/img/2017/07/demi-lovato-sad-53x53.jpg,64,2018
1262,How Long,Charlie Puth,https://charts-static.billboard.com/img/2017/10/charlie-puth-ge7-how-long-2rr-53x53.jpg,65,2018
1263,Lights Down Low,MAX Featuring gnash,https://charts-static.billboard.com/img/2017/03/max-1-32c-53x53.jpg,66,2018
1264,Young Dumb & Broke,Khalid,https://charts-static.billboard.com/img/2017/05/khalid-53x53.jpg,67,2018
1265,One Kiss,Calvin Harris & Dua Lipa,https://charts-static.billboard.com/img/2018/04/calvin-harris-s9n-53x53.jpg,68,2018
1266,Natural,Imagine Dragons,https://charts-static.billboard.com/img/1840/12/imagine-dragons-hy6-53x53.jpg,69,2018
1267,You Make It Easy,Jason Aldean,https://charts-static.billboard.com/img/2018/02/jason-aldean-sa0-53x53.jpg,70,2018
1268,Shape Of You,Ed Sheeran,https://charts-static.billboard.com/img/2017/01/ed-sheeran-buv-53x53.jpg,71,2018
1269,I Get The Bag,Gucci Mane Featuring Migos,https://charts-static.billboard.com/img/2017/09/gucci-mane-fyx-53x53.jpg,72,2018
1270,No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",https://charts-static.billboard.com/img/2018/08/dj-khaled-abf-53x53.jpg,73,2018
1271,Plain Jane,A$AP Ferg Featuring Nicki Minaj,https://charts-static.billboard.com/img/2017/09/aap-ferg-vp1-53x53.jpg,74,2018
1272,Sky Walker,Miguel Featuring Travis Scott,https://charts-static.billboard.com/img/2017/09/miguel-y6r-53x53.jpg,75,2018
1273,Marry Me,Thomas Rhett,https://charts-static.billboard.com/img/2012/02/thomas-rhett-gl5-53x53.jpg,76,2018
1274,Eastside,"benny blanco, Halsey & Khalid",https://charts-static.billboard.com/img/2018/07/benny-blanco-000-eastside-70k-53x53.jpg,77,2018
1275,Call Out My Name,The Weeknd,https://charts-static.billboard.com/img/2011/11/the-weeknd-nsd-53x53.jpg,78,2018
1276,King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",https://charts-static.billboard.com/img/2010/10/kendrick-lamar-qv4-53x53.jpg,79,2018
1277,Happier,Marshmello & Bastille,https://charts-static.billboard.com/img/2018/08/marshmello-9ph-happier-p74-53x53.jpg,80,2018
1278,Te Bote,"Casper Magico, Nio Garcia, Darell, Nicky Jam, Ozuna & Bad Bunny",https://charts-static.billboard.com/img/2018/04/casper-magico-000-53x53.jpg,81,2018
1279,Simple,Florida Georgia Line,https://charts-static.billboard.com/img/2018/06/florida-georgia-line-wbf-53x53.jpg,82,2018
1280,Lemon,N*E*R*D & Rihanna,https://charts-static.billboard.com/img/2017/11/nerd-yfk-53x53.jpg,83,2018
1281,1-800-273-8255,Logic Featuring Alessia Cara & Khalid,https://charts-static.billboard.com/img/2017/05/logic-lma-18002738255-72t-53x53.jpg,84,2018
1282,Say Something,Justin Timberlake Featuring Chris Stapleton,https://charts-static.billboard.com/img/2002/09/justin-timberlake-8fk-53x53.jpg,85,2018
1283,I'm Upset,Drake,https://charts-static.billboard.com/img/2018/06/drake-hq6-im-upset-raz-53x53.jpg,86,2018
1284,Get Along,Kenny Chesney,https://charts-static.billboard.com/img/2018/04/kenny-chesney-0nz-53x53.jpg,87,2018
1285,Moonlight,XXXTENTACION,https://charts-static.billboard.com/img/2018/03/xxxtentacion-dms-53x53.jpg,88,2018
1286,What Lovers Do,Maroon 5 Featuring SZA,https://charts-static.billboard.com/img/2017/09/maroon-5-9st-53x53.jpg,89,2018
1287,X,Nicky Jam x J Balvin,https://charts-static.billboard.com/img/2018/03/nicky-jam-x-j-balvin-fbl-53x53.jpg,90,2018
1288,Outside Today,YoungBoy Never Broke Again,https://charts-static.billboard.com/img/2017/06/youngboy-never-broke-again-n3g-53x53.jpg,91,2018
1289,Trip,Ella Mai,https://charts-static.billboard.com/img/2018/08/ella-mai-fle-53x53.jpg,92,2018
1290,Dura,Daddy Yankee,https://charts-static.billboard.com/img/2018/02/daddy-yankee-1tx-53x53.jpg,93,2018
